id_go,hagrid,go,name,type
26711,23,5654,nucleoplasm,C
26710,23,5654,nucleoplasm,C
26709,23,5829,cytosol,C
26708,23,5737,cytoplasm,C
26707,23,6573,valine metabolic process,P
26706,23,6351,"transcription, DNA-templated",P
26705,23,19530,taurine metabolic process,P
26704,23,6105,succinate metabolic process,P
26703,23,6357,regulation of transcription from RNA polymerase II promoter,P
26702,23,40014,regulation of multicellular organism growth,P
26701,23,38161,prolactin signaling pathway,P
26700,23,1938,positive regulation of endothelial cell proliferation,P
26699,23,43536,positive regulation of blood vessel endothelial cell migration,P
26698,23,18108,peptidyl-tyrosine phosphorylation,P
26697,23,6107,oxaloacetate metabolic process,P
26696,23,7595,lactation,P
26695,23,6549,isoleucine metabolic process,P
26694,23,6631,fatty acid metabolic process,P
26693,23,46449,creatinine metabolic process,P
26692,23,6600,creatine metabolic process,P
26691,23,6101,citrate metabolic process,P
26690,23,255,allantoin metabolic process,P
26689,23,60397,JAK-STAT cascade involved in growth hormone signaling pathway,P
26688,23,7259,JAK-STAT cascade,P
26687,23,6103,2-oxoglutarate metabolic process,P
26686,23,3700,"transcription factor activity, sequence-specific DNA binding",F
26685,23,4871,signal transducer activity,F
26684,23,4713,protein tyrosine kinase activity,F
26683,23,5515,protein binding,F
26682,23,3677,DNA binding,F
26548,26,40018,positive regulation of multicellular organism growth,P
26547,26,40018,positive regulation of multicellular organism growth,P
26546,26,43568,positive regulation of insulin-like growth factor receptor signaling pathway,P
26545,26,10535,positive regulation of activation of JAK2 kinase activity,P
26544,26,43406,positive regulation of MAP kinase activity,P
26543,26,46427,positive regulation of JAK-STAT cascade,P
26542,26,60396,growth hormone receptor signaling pathway,P
26541,26,15758,glucose transport,P
26540,26,70977,bone maturation,P
26539,26,60397,JAK-STAT cascade involved in growth hormone signaling pathway,P
26538,26,7259,JAK-STAT cascade,P
26537,26,5515,protein binding,F
26536,26,5148,prolactin receptor binding,F
26535,26,5148,prolactin receptor binding,F
26533,26,5179,hormone activity,F
26534,26,46872,metal ion binding,F
26532,26,5131,growth hormone receptor binding,F
26531,26,5131,growth hormone receptor binding,F
26530,26,8083,growth factor activity,F
26523,27,18,regulation of DNA recombination,P
26522,27,10628,positive regulation of gene expression,P
26521,27,33089,positive regulation of T cell differentiation in thymus,P
26520,27,1915,negative regulation of T cell mediated cytotoxicity,P
26519,27,48535,lymph node development,P
26518,27,38111,interleukin-7-mediated signaling pathway,P
26517,27,2377,immunoglobulin production,P
26516,27,6955,immune response,P
26515,27,48872,homeostasis of number of cells,P
26514,27,7166,cell surface receptor signaling pathway,P
26513,27,902,cell morphogenesis,P
26512,27,16049,cell growth,P
26511,27,30217,T cell differentiation,P
26510,27,42100,B cell proliferation,P
26509,27,5515,protein binding,F
26508,27,4917,interleukin-7 receptor activity,F
26507,27,3823,antigen binding,F
26478,28,33160,"positive regulation of protein import into nucleus, translocation",P
26477,28,14068,positive regulation of phosphatidylinositol 3-kinase signaling,P
26476,28,50731,positive regulation of peptidyl-tyrosine phosphorylation,P
26475,28,45669,positive regulation of osteoblast differentiation,P
26474,28,45840,positive regulation of mitotic nuclear division,P
26473,28,43568,positive regulation of insulin-like growth factor receptor signaling pathway,P
26472,28,10560,positive regulation of glycoprotein biosynthetic process,P
26471,28,45821,positive regulation of glycolytic process,P
26470,28,45725,positive regulation of glycogen biosynthetic process,P
26469,28,46326,positive regulation of glucose import,P
26468,28,48146,positive regulation of fibroblast proliferation,P
26467,28,50679,positive regulation of epithelial cell proliferation,P
26466,28,8284,positive regulation of cell proliferation,P
26465,28,8284,positive regulation of cell proliferation,P
26464,28,30335,positive regulation of cell migration,P
26463,28,61051,positive regulation of cell growth involved in cardiac muscle cell development,P
26462,28,61051,positive regulation of cell growth involved in cardiac muscle cell development,P
26461,28,10613,positive regulation of cardiac muscle hypertrophy,P
26460,28,10613,positive regulation of cardiac muscle hypertrophy,P
26459,28,70886,positive regulation of calcineurin-NFAT signaling cascade,P
26458,28,42104,positive regulation of activated T cell proliferation,P
26457,28,46579,positive regulation of Ras protein signal transduction,P
26456,28,43410,positive regulation of MAPK cascade,P
26455,28,45740,positive regulation of DNA replication,P
26454,28,45740,positive regulation of DNA replication,P
26453,28,43388,positive regulation of DNA binding,P
26452,28,2576,platelet degranulation,P
26451,28,48015,phosphatidylinositol-mediated signaling,P
26450,28,14065,phosphatidylinositol 3-kinase signaling,P
26449,28,34392,negative regulation of smooth muscle cell apoptotic process,P
26448,28,90201,negative regulation of release of cytochrome c from mitochondria,P
26447,28,60283,negative regulation of oocyte development,P
26446,28,2001237,negative regulation of extrinsic apoptotic signaling pathway,P
26445,28,43066,negative regulation of apoptotic process,P
26444,28,14904,myotube cell development,P
26443,28,51450,myoblast proliferation,P
26442,28,45445,myoblast differentiation,P
26441,28,7517,muscle organ development,P
26440,28,14896,muscle hypertrophy,P
26439,28,6928,movement of cell or subcellular component,P
26438,28,48009,insulin-like growth factor receptor signaling pathway,P
26437,28,9441,glycolate metabolic process,P
26435,28,8283,cell proliferation,P
26436,28,44267,cellular protein metabolic process,P
26434,28,1775,cell activation,P
26433,28,35630,bone mineralization involved in bone maturation,P
26432,28,32148,activation of protein kinase B activity,P
26431,28,187,activation of MAPK activity,P
26430,28,7265,Ras protein signal transduction,P
26428,28,6260,DNA replication,P
26429,28,70371,ERK1 and ERK2 cascade,P
26427,28,5515,protein binding,F
26426,28,5178,integrin binding,F
26425,28,5159,insulin-like growth factor receptor binding,F
26424,28,5159,insulin-like growth factor receptor binding,F
26423,28,5159,insulin-like growth factor receptor binding,F
26422,28,5158,insulin receptor binding,F
26421,28,5179,hormone activity,F
26420,28,8083,growth factor activity,F
26407,29,50731,positive regulation of peptidyl-tyrosine phosphorylation,P
26406,29,45840,positive regulation of mitotic nuclear division,P
26405,29,46628,positive regulation of insulin receptor signaling pathway,P
26404,29,45725,positive regulation of glycogen biosynthetic process,P
26403,29,2000467,positive regulation of glycogen (starch) synthase activity,P
26402,29,8284,positive regulation of cell proliferation,P
26401,29,51781,positive regulation of cell division,P
26400,29,43085,positive regulation of catalytic activity,P
26399,29,42104,positive regulation of activated T cell proliferation,P
26398,29,43410,positive regulation of MAPK cascade,P
26396,29,1503,ossification,P
26397,29,2576,platelet degranulation,P
26395,29,7275,multicellular organism development,P
26394,29,38028,insulin receptor signaling pathway via phosphatidylinositol 3-kinase,P
26393,29,8286,insulin receptor signaling pathway,P
26392,29,6006,glucose metabolic process,P
26391,29,44267,cellular protein metabolic process,P
26390,29,30546,receptor activator activity,F
26389,29,43539,protein serine/threonine kinase activator activity,F
26388,29,5515,protein binding,F
26387,29,5159,insulin-like growth factor receptor binding,F
26386,29,5158,insulin receptor binding,F
26385,29,5179,hormone activity,F
26384,29,8083,growth factor activity,F
26355,30,46628,positive regulation of insulin receptor signaling pathway,P
26354,30,45821,positive regulation of glycolytic process,P
26353,30,45821,positive regulation of glycolytic process,P
26352,30,45725,positive regulation of glycogen biosynthetic process,P
26351,30,46326,positive regulation of glucose import,P
26350,30,10628,positive regulation of gene expression,P
26349,30,50715,positive regulation of cytokine secretion,P
26348,30,32270,positive regulation of cellular protein metabolic process,P
26347,30,8284,positive regulation of cell proliferation,P
26346,30,30335,positive regulation of cell migration,P
26345,30,30307,positive regulation of cell growth,P
26344,30,45597,positive regulation of cell differentiation,P
26343,30,90336,positive regulation of brown fat cell differentiation,P
26342,30,51092,positive regulation of NF-kappaB transcription factor activity,P
26341,30,43410,positive regulation of MAPK cascade,P
26339,30,45908,negative regulation of vasodilation,P
26340,30,45740,positive regulation of DNA replication,P
26338,30,60266,negative regulation of respiratory burst involved in inflammatory response,P
26337,30,45861,negative regulation of proteolysis,P
26336,30,50709,negative regulation of protein secretion,P
26335,30,32460,negative regulation of protein oligomerization,P
26334,30,42177,negative regulation of protein catabolic process,P
26333,30,1902176,negative regulation of oxidative stress-induced intrinsic apoptotic signaling pathway,P
26332,30,50995,negative regulation of lipid catabolic process,P
26331,30,50995,negative regulation of lipid catabolic process,P
26330,30,45818,negative regulation of glycogen catabolic process,P
26329,30,45721,negative regulation of gluconeogenesis,P
26328,30,2000252,negative regulation of feeding behavior,P
26327,30,45922,negative regulation of fatty acid metabolic process,P
26326,30,2674,negative regulation of acute inflammatory response,P
26325,30,33861,negative regulation of NAD(P)H oxidase activity,P
26324,30,8286,insulin receptor signaling pathway,P
26323,30,8286,insulin receptor signaling pathway,P
26322,30,15758,glucose transport,P
26321,30,6006,glucose metabolic process,P
26320,30,42593,glucose homeostasis,P
26319,30,55089,fatty acid homeostasis,P
26318,30,44267,cellular protein metabolic process,P
26317,30,7267,cell-cell signaling,P
26316,30,46631,alpha-beta T cell activation,P
26315,30,6953,acute-phase response,P
26314,30,32148,activation of protein kinase B activity,P
26313,30,165,MAPK cascade,P
26312,30,7186,G-protein coupled receptor signaling pathway,P
26311,30,6888,ER to Golgi vesicle-mediated transport,P
26310,30,5515,protein binding,F
26309,30,2020,protease binding,F
26308,30,5159,insulin-like growth factor receptor binding,F
26307,30,5158,insulin receptor binding,F
26306,30,5158,insulin receptor binding,F
26305,30,42802,identical protein binding,F
26302,30,5179,hormone activity,F
26303,30,5179,hormone activity,F
26304,30,5179,hormone activity,F
26301,31,5576,extracellular region,C
26300,31,5576,extracellular region,C
26299,31,5768,endosome,C
26298,31,5796,Golgi lumen,C
26297,31,7169,transmembrane receptor protein tyrosine kinase signaling pathway,P
26296,31,45664,regulation of neuron differentiation,P
26295,31,43281,regulation of cysteine-type endopeptidase activity involved in apoptotic process,P
26294,31,10628,positive regulation of gene expression,P
26293,31,50772,positive regulation of axonogenesis,P
26292,31,43065,positive regulation of apoptotic process,P
26291,31,46579,positive regulation of Ras protein signal transduction,P
26290,31,48015,phosphatidylinositol-mediated signaling,P
26289,31,48011,neurotrophin TRK receptor signaling pathway,P
26288,31,48812,neuron projection morphogenesis,P
26287,31,32455,nerve growth factor processing,P
26286,31,43524,negative regulation of neuron apoptotic process,P
26285,31,43154,negative regulation of cysteine-type endopeptidase activity involved in apoptotic process,P
26284,31,43066,negative regulation of apoptotic process,P
26283,31,7018,microtubule-based movement,P
26282,31,8625,extrinsic apoptotic signaling pathway via death domain receptors,P
26281,31,7267,cell-cell signaling,P
26280,31,6919,activation of cysteine-type endopeptidase activity involved in apoptotic process,P
26279,31,186,activation of MAPKK activity,P
26278,31,5515,protein binding,F
26277,31,5163,nerve growth factor receptor binding,F
26276,31,8191,metalloendopeptidase inhibitor activity,F
26275,31,8083,growth factor activity,F
26261,32,46628,positive regulation of insulin receptor signaling pathway,P
26260,32,45725,positive regulation of glycogen biosynthetic process,P
26259,32,45725,positive regulation of glycogen biosynthetic process,P
26258,32,10907,positive regulation of glucose metabolic process,P
