id,hagrid,why,band,location_start,location_end,orientation,phenotype
65,99,downstream,17q22-q23.,66302808,66810744,1,"PRKCA is a phorbol ester receptor involved in signal transduction. It appears to interact with many proteins, including some that have been related to ageing, such as |LMNA| and |INSR|. In the medfly, PRKCA levels are age-dependent [535]. PRKCA has not been directly related to human ageing. "
66,78,"functional,downstream",9q34.1,130713881,130887675,1,"An important player in cellular proliferation and development, ABL1 also acts as an oncogene [471]. Some results indicate ABL1 might also be involved in DNA repair [474]. Disruption of ABL1 in mice results in severe defects and animals die shortly after birth [472]. Although its exact functions remain elusive, ABL1 has been argued to play a role in ageing due to its interaction with ageing-related genes, such as |ATM|, and its functions [1292]."
67,45,"mammal,putative",19p13.2,18279694,18281656,-1,"A possible oncogene and transcriptional activator, JUND is part of the AP-1 redox-regulated transcription complex that may play a role in some age-related changes [264]. The exact relation of AP-1 to human ageing is unclear, however. +p Mice lacking junD exhibited persistent hypoglycemia due to enhanced insulin secretion and features of premature aging (cataracts, slight hair loss, graying, varying degrees of cachexia, and lordokyphosis), and had a shortened lifespan [2136]. An impaired activation of AP-1 and altered expression of constituent proteins in adrenal nuclear extracts from rats was also observed during ageing [358]. A similar change was seen during the ageing of human fibroblasts [2137]."
68,92,functional,10q11.23,49454480,49539123,-1,"Also known as CSB, ERCC6 is involved in DNA repair and perhaps DNA unwinding [506]. ERCC6-null mice show skin cancer predisposition, reduced growth, and neurologic dysfunction [1768]. Mice mutant for ERCC6 and |XPA| die before weaning and display some signs of premature ageing included stunted growth, neurological dysfunction, retinal degeneration, cachexia, and kyphosis [1934]. Mutations in the human ERCC6 gene cause Cockayne syndrome type B, which can be considered a segmental progeroid syndrome even though it is more severe than the Cockayne syndrome type A caused by mutations in |ERCC8|. If indeed Cockayne syndrome is premature ageing, it is likely ERCC6 plays a role in human ageing [238]."
69,9,mammal,11q22-q23,108222832,108369099,1,"ATM is involved diverse aspects of cellular physiology including DNA repair and cell cycle control. It appears to activate DNA repair pathways in response to DNA damage [35]. Mutations in human ATM cause ataxia telangiectasia [190], an early-onset disease some argue is characterized by signs of premature ageing [238]. Patients display cerebellar atrophy and neurodegeneration. \n\n+p In mouse and worm models that are ATM deficient replenishing intracellular NAD+ reduces the severity of neuropathy, normalizes neuromuscular function, delays memory loss, and extends lifespan [4365]. In mice, mutations in ATM in late-generation |TERC| mutants with short telomeres results in signs of premature ageing starting at about 6 months of age [12]. In mouse and human cells ATM is required for the recruitment of telomerase and inhibition of ATM leads to shortening of telomeres [4494][4495]. However, it has also been shown that inhibiting ATM attenuates senescence. Inhibiting ATM induces the functional recovery of the lysosome/autophagy system and accelerates the removal of dysfunctional mitochondria [4496]. Overall, it is possible ATM plays a role in human ageing and may link two major theories on ageing: DNA damage accumulation and mitochondrial dysfunction. \n"
70,132,model,16p12.3,19067595,19080095,1,"COQ7's functions are unclear, but it may be a metabolic regulator involved in several metabolic pathways such as the biosynthesis of ubiquinone, in turn an antioxidant involved in mitochondrial respiration [675]. In roundworms, the COQ7 homologue clk-1 affects developmental timing and lifespan [946]. Food restriction does not further increase the lifespan of long-lived clk-1 mutants, suggesting that clk-1 and caloric restriction affect similar processes [1820]. Knocking out COQ7 in mice results in developmental arrest at midgestation [1613]. Heterozygous mice live about 15 to 30% longer than controls, though it is unclear whether ageing is delayed [1612]. They also exhibit surprisingly high levels of oxidative damage and early mitochondrial dysfunction [2087]. Although it is possible for COQ7 to play a role in human ageing, further research is needed to investigate this possibility."
71,124,model,13q14.1,40555664,40666597,-1,"A transcription factor of the Fox family, FOXO1 is important in development [802]. It also appears to regulate apoptotic signals.+p A homologue of FOXO1A, daf-16, has been associated with ageing in roundworms [628], and overexpression of another homologue, dFOXO, in adult fat body of fruit flies increased longevity in females [1238]. Mice overexpressing FOXO1 in skeletal muscle weighed less than controls and had a reduced skeletal muscle mass, suggesting that FOXO1 could play a role in the age-related decline in muscle mass [1467]. Results from mice also suggest that FOXO1 could be involved in type 2 diabetes [630]. Although at present there is no evidence directly linking FOXO1 to human ageing, it remains a putative player in the human ageing process."
72,68,functional,15q26.1,90717326,90815462,1,"BLM is a helicase involved in DNA repair and replication. Mutations in BLM give rise to Bloom’s syndrome. Bloom’s syndrome cells are characterised by chromosomal aberrations including chromatid gaps and breaks, telomere association and quadriradial chromosomes, resulting from defects in DNA repair [4492]. Although Bloom’s syndrome is not considered accelerated ageing, BLM and |WRN| belong to the same family of proteins. Therefore, it is possible, even if unproven, that BLM plays a role in human ageing [444]."
74,171,downstream,13q12,28300346,28495128,-1,"Also known as VEGFR1, FLT1 is a receptor for |VEGFA| involved in its signalling cascade [975]. Mice without FLT1 die at embryonic stages [782]. In mouse skeletal muscle FLT1 expression levels have been reported to decline with age [1624]. FLT1 has not been directly related to human ageing."
75,79,functional,13q12.3,32315480,32399672,1,"BRCA2 is an important protein in cellular responses to DNA damage and may be directly involved in DNA repair. Mice deficient for BRCA2 have a reduced lifespan, though it is not clear whether they age faster [475]. Cells from human patients with mutations in BRCA2 exhibited reduced rates of DNA repair and elevated levels of protein ADP-ribosylation. These patients demonstrate motor apraxia, axonal neuropathy, and progressive cerebellar ataxia. Deletion of |PARP1| in BRCA2-null mice partially reversed some of these effects [4487]. Although BRCA2's role in cancer is clear [1676], elucidating its role in human ageing will require additional studies."
76,14,human,1q22,156114670,156140089,1,"   LMNA encodes both lamin A and C (lamin A/C), two components of the lamina, a layer of the inner nuclear membrane that may interact with chromatin [174]. Hutchinson-Gilford's progeroid syndrome, caused by a mutation in LMNA, is characterized by features resembling accelerated ageing [17]. Cells from Hutchinson-Gilford's progeroid syndrome patients are characterised by accumulation of abnormally shaped nuclei, accumulation of DNA damage and premature senescence [4328]. LMNA mutations (such as the G608G mutation) generate more accessible splicing donor sites and lead to the production of an alternatively spliced product of LMNA called progerin, normally found in ageing cells. Progerin binds directly to lamin A/C and induces profound nuclear aberrations in human cells.  \n   +p Mice Lmna mutants containing the G690G mutation, which also display an increased ratio of progerin/Lamin A, have shorter lifespan compared to the wild-type ( ~40% in heterozygous mice, and ~83% in homozygous mice), while mice with Lmna LCS, a knock-in mutation responsible for specifically not-producing progerin, display an increased lifespan (~13% in heterozygous mice and ~10% in homozygous mice) [3548]. Lamin A/C are |TP53BP1| binding proteins that promote TP53BP1 nuclear retention. Lmna knockout mouse embryonic fibroblasts are deficient in TP53BP1 and are unable to carry out the NHEJ DNA repair pathway [4328]. Sustained expression of progerin in mouse adipocytes results in senescence, DNA damage, inflammation, fibrosis and lipoatrophy. The findings suggested that adipose tissue is particularly sensitive to progerin expression [4509]. \n   +p In flies LamC mutations are a model of human LMNA mutations. The flies demonstrate premature ageing in adult flight muscles and have decreased levels of specific mitochondrial protein transcripts and progressive mitochondrial degradation. Several transcripts required for mitochondrial integrity and function exit the nucleus via nuclear envelop budding. Abnormal lamina organisation due to LamC mutation may prevent the egress of these RNAs [4375]. Thus, absence of LMNA may accelerate ageing due to an impaired response to DNA damage and mitochondrial dysfunction. \n   +p Overall, LMNA is one of the most promising candidates for a gene related to human ageing.\n"
