"id","gene_symbol","gene_id","species_name","pubmed","description","entrez_id","gene_name","function","ensembl","alias"
177,"Prop1","","Mus musculus","25234161
","Methionine restriction (a form of dietary restriction) enhances lifespan in various organisms including mammals. GH-deficient Ames dwarfs, mice that have a mutation in the Prop-1 gene, live longer than wild-type mice when their diet contains 0.43% or 1.3% methionine. Contrastly, there is no significant difference in lifespan on a diet of 0.16% methionine, wild-type mice being  under these conditions long-lived as well. This suggests that lifespan extension by methionine restriction might work through similar mechanisms as those confering Ames mice greater lifespan. ",19127,"paired like homeodomain factor 1","","ENSMUSG00000044542","df Prop-1"
178,"Pck1","","Mus musculus","25234161
","GH transgenic mice (overexpressing PCK1) are shorter lived when compared to wild-type controls. When methionine is severely restricted (0.16%), GH transgenic mice still live less than wild-type controls (39%), but their lifespans is about 50% greater than on a normal diet. On a less restrictive diet (0.43% methionine) or on an enriched diet (1.3% methionine) transgenic mice live significantly less than wild type controls (55-58%)
",18534,"phosphoenolpyruvate carboxykinase 1, cytosolic","","ENSMUSG00000027513","PEPCK Pck-1 AI265463"
179,"ISW2","","Saccharomyces cerevisiae","24814484
","Under normal conditions, deletion of ISW2 in yeast extends replicative lifespan by 24%. Lifespan is also extended by limiting glucose concentrations in the diet to either 0.5% or 0.05%, however, these CR conditions are not able to extend lifespan when ISW2 is deleted, instead shortening lifespan. 
",854480,"Isw2p","","",""
180,"klf-1","","Caenorhabditis elegans","24805825
","Klf-1 is essential for the longevity response to decreased nutrient intake. Loss of klf-1 (RNA interference) does not affect lifespan of animals fed ad libitum, however RNA interference of klf-1 in animals undergoing DR results in a significantly shorter lifespan when compared with control animals. Additionally, loss of klf-1 suppresses the extended longevity of eat-2 mutant animals.
",175404,"Kruppel-Like Factor (zinc finger protein)","","",""
181,"cbs-1","","Caenorhabditis elegans","25542313
","Overexpression of CBS-1 significantly extends median (but not maximal) lifespan of wild-type N2 worms, while RNA interference of CBS-1 has no effect on longevity. Contrastly, RNA interference of CBS-1 significantly decreases lifespan extension in the eat-2 dietary restriction model.
",181215,"Cystathionine Beta-Synthase","","",""
182,"alh-6","","Caenorhabditis elegans","24440036
","RNA interference or mutations in ALH-6 reduce lifespan of N2 wild-type worms by up to 40% in a diet-specific manner (when fed an E. coli OP50 diet, but not when fed HT115). Complementarily, and in a similar diet-dependent way, overexpression of ALH-6 extends N2 lifespan when on OP50. Additionally, in the eat-2 dietary restriction model, ALH-6 mutations complete abrogate the lifespan extension, suggesting that ALH-6 is required for the longevity effects of dietary restriction. ",173510,"ALdehyde deHydrogenase","","",""
183,"jun-1","","Caenorhabditis elegans","23352664
","Loss-of-function jun-1 mutant or inhibition of jun-1 by post-developmental RNA interference reduces the lifespan extension of intermitent fasting. In the wild-type N2 worms, intermitent fasting increases lifespan by ~77%, while in the jun-1 mutants lifespan extension is reduced to 29-32%. Contrastly, the lifespan of daf-2 mutants is unaffected by jun-1 RNA interference. Although jun-1 mutants are also shorter lived than wild-type N2s, the fact that jun-1 mutation/interference selectively affects lifespan extension by intermitent fasting, but not daf-2 lifespan extension, suggests that jun-1 plays a role in dietary restriction. Similar results are observed for fos-1 mutants, or the jun-1, fos-1 double RNA interference.
",174452,"JUN transcription factor homolog","","",""
184,"fos-1","","Caenorhabditis elegans","23352664
","Post-developmental RNA interference of fos-1 reduces the lifespan extension of intermitent fasting. In the wild-type N2 worms, intermitent fasting increases lifespan by ~77%, while interference of fos-1 extends lifespan by only 36%. Moreover, contrastly, the lifespan of daf-2 mutants is unaffected by fos-1 RNA interference suggesting that fos-1 plays a role specifically in dietary restriction. 
",178987,"FOS (B-Zip transcription factor) homolog","","",""
185,"kgb-1","","Caenorhabditis elegans","23352664
","Loss-of-function kgb-1 mutant or inhibition of kgb-1 by post-developmental RNA interference reduces the lifespan extension of intermitent fasting. In the wild-type N2 worms, intermitent fasting increases lifespan by ~77%, while in the kgb-1 mutants lifespan extension is reduced to 23-24%. 
",176866,"Kinase, GLH-Binding","","",""
186,"mek-1","","Caenorhabditis elegans","23352664
","Loss-of-function mek-1 mutant reduces the lifespan extension of intermitent fasting. In the wild-type N2 worms, intermitent fasting increases lifespan by ~77%, while in the mek-1 mutants lifespan extension is reduced to ~22%. 
",181004,"MAP kinase kinase or Erk Kinase","","",""
187,"mlk-1","","Caenorhabditis elegans","23352664
","Loss-of-function mlk-1 mutant reduces the lifespan extension of intermitent fasting. In the wild-type N2 worms, intermitent fasting increases lifespan by ~77%, while in the mlk-1 mutants lifespan extension is reduced to ~50%. 
",178895,"human MLK (Mixed Lineage Kinase) homolog","","",""
188,"nsy-1","","Caenorhabditis elegans","23352664
","Loss-of-function nsy-1 mutant reduces the lifespan extension of intermitent fasting. In the wild-type N2 worms, intermitent fasting increases lifespan by ~77%, while in the nsy-1 mutants lifespan extension is reduced to ~50%. 
",24104671,"Neuronal SYmmetry","","",""
189,"TDH2","","Saccharomyces cerevisiae","23342062
","Deletion of TDH2 in yeast extends replicative lifespan. Contrastly, deletion of TDH2 has no sesizable effect on mutant hxk2 or tor1 cells (two established models of caloric restriction).
",853465,"glyceraldehyde-3-phosphate dehydrogenase (phosphorylating) TDH2","","","GLD2"
197,"Foxo3","","Mus musculus","25808402","The effect of Foxo3 on dietary restriction in mice was investigated. Wild type, Foxo3+/- and Foxo3-/- were subjected to a 30% dietary restriction regimen. Dietary restriction extended the lifespan of wild type mice but failed to significantly extend the lifespan of Foxo3+/- or Foxo3-/- mice, thus indicating that Foxo3 is required for lifespan extension under dietary restriction. Dietary restriction still reduced the prevalence of tumours in all mice. ",56484,"forkhead box O3","","ENSMUSG00000048756","Fkhr2 C76856 FKHRL1 Foxo3a 1110048B16Rik 2010203A17Rik"
198,"gas-1","","Caenorhabditis elegans","26959186","Under normal conditions downregulation of gas-1 in worms increased mean lifespan by 16%. When worms lacking gas-1 were subjected to dietary restriction the difference in lifespan extension was reduced compared to the control (30% compared to 51% for the control). Thus downregulation of gas-1 triggers a dietary restriction like effect.",181646,"Probable NADH dehydrogenase [ubiquinone] iron-sulfur protein 2, mitochondrial","","",""
199,"fmo-2","","Caenorhabditis elegans","26586189","When worms lacking fmo-1 were subjected to periodic dietary restriction there was no extension of lifespan, indicating that fmo-1 is required for the lifespan extending effect of dietary restriction. ",177958,"Dimethylaniline monooxygenase [N-oxide-forming]","","",""
200,"IRE1","","Saccharomyces cerevisiae","23837470","Yeast cells were subjected to dietary restriction (0.05% glucose compared to 2% glucose as a control). Deletion of IRE1 resulted in a 11% decrease in mean replicative lifespan compared to the control.",856478,"bifunctional endoribonuclease/protein kinase IRE1","","","ERN1"
201,"YBR238C","","Saccharomyces cerevisiae","23837470","Yeast cells were subjected to dietary restriction (0.05% glucose compared to 2% glucose as a control). Deletion of YBR238C resulted in a 14% decrease in mean replicative lifespan compared to the control.",852540,"hypothetical protein","","",""
202,"ALG12","","Saccharomyces cerevisiae","23837470","Yeast cells were subjected to dietary restriction (0.05% glucose compared to 2% glucose as a control). Deletion of ALG12 resulted in a 15% decrease in mean replicative lifespan compared to the control.",855764,"dolichyl-P-Man:Man(7)GlcNAc(2)-PP-dolichol alpha-1,6-mannosyltransferase","","","ECM39"
203,"AFG3","","Saccharomyces cerevisiae","23837470
","Yeast cells were subjected to dietary restriction (0.05% glucose compared to 2% glucose as a control). Deletion of AFG3 resulted in a 17% decrease in mean replicative lifespan compared to the control.",856737,"AAA family ATPase AFG3","","","YTA10"
204,"VCX1","","Saccharomyces cerevisiae","23837470","Yeast cells were subjected to dietary restriction (0.05% glucose compared to 2% glucose as a control). Deletion of VCX1 resulted in a 17% decrease in mean replicative lifespan compared to the control.",851429,"Vcx1p","","","HUM1 MNR1"
205,"DBP3","","Saccharomyces cerevisiae","23837470","Yeast cells were subjected to dietary restriction (0.05% glucose compared to 2% glucose as a control). Deletion of DBP3 resulted in a 17% decrease in mean replicative lifespan compared to the control.",852802,"RNA-dependent ATPase DBP3","","",""
206,"PEX19","","Saccharomyces cerevisiae","23837470
","Yeast cells were subjected to dietary restriction (0.05% glucose compared to 2% glucose as a control). Deletion of PEX19 resulted in a 18% decrease in mean replicative lifespan compared to the control.",851494,"Pex19p","","","PAS12"
207,"HOR7","","Saccharomyces cerevisiae","23837470","Yeast cells were subjected to dietary restriction (0.05% glucose compared to 2% glucose as a control). Deletion of HOR7 resulted in a 18% decrease in mean replicative lifespan compared to the control.",855293,"Hor7p","","",""
208,"VPS4","","Saccharomyces cerevisiae","23837470
","Yeast cells were subjected to dietary restriction (0.05% glucose compared to 2% glucose as a control). Deletion of VPS4 resulted in a 18% decrease in mean replicative lifespan compared to the control.",856303,"AAA family ATPase VPS4","","","CSC1 DID6 END13 GRD13 VPL4 VPT10"
209,"ATG1","","Saccharomyces cerevisiae","23837470
","Yeast cells were subjected to dietary restriction (0.05% glucose compared to 2% glucose as a control). Deletion of ATG1 resulted in a 18% decrease in mean replicative lifespan compared to the control.",852695,"serine/threonine protein kinase ATG1","","","APG1 AUT3 CVT10"
210,"RAD23","","Saccharomyces cerevisiae","23837470","Yeast cells were subjected to dietary restriction (0.05% glucose compared to 2% glucose as a control). Deletion of RAD23 resulted in a 20% decrease in mean replicative lifespan compared to the control.",856674,"Rad23p","","",""
211,"RGD1","","Saccharomyces cerevisiae","23837470","Yeast cells were subjected to dietary restriction (0.05% glucose compared to 2% glucose as a control). Deletion of RGD1 resulted in a 21% decrease in mean replicative lifespan compared to the control.",852563,"Rgd1p","","",""
212,"GAD1","","Saccharomyces cerevisiae","23837470","Yeast cells were subjected to dietary restriction (0.05% glucose compared to 2% glucose as a control). Deletion of GAD1 resulted in a 21% decrease in mean replicative lifespan compared to the control.",855291,"glutamate decarboxylase GAD1","","",""
213,"PTC6","","Saccharomyces cerevisiae","23837470
","Yeast cells were subjected to dietary restriction (0.05% glucose compared to 2% glucose as a control). Deletion of PTC6 resulted in a 21% decrease in mean replicative lifespan compared to the control.",850441,"type 2C protein phosphatase PTC6","","","AUP1 PPP2"
214,"MDM1","","Saccharomyces cerevisiae","23837470","Yeast cells were subjected to dietary restriction (0.05% glucose compared to 2% glucose as a control). Deletion of MDM1 resulted in a 22% decrease in mean replicative lifespan compared to the control.",854867,"Mdm1p","","",""
215,"PEX13","","Saccharomyces cerevisiae","23837470","Yeast cells were subjected to dietary restriction (0.05% glucose compared to 2% glucose as a control). Deletion of PEX13 resulted in a 26% decrease in mean replicative lifespan compared to the control.",850888,"peroxin PEX13","","","PAS20"
216,"SOD1","","Saccharomyces cerevisiae","23837470","Yeast cells were subjected to dietary restriction (0.05% glucose compared to 2% glucose as a control). Deletion of SOD1 resulted in a 26% decrease in mean replicative lifespan compared to the control.",853568,"superoxide dismutase SOD1","","","CRS4"
217,"STF2","","Saccharomyces cerevisiae","23837470","Yeast cells were subjected to dietary restriction (0.05% glucose compared to 2% glucose as a control). Deletion of STF2 resulted in a 27% decrease in mean replicative lifespan compared to the control.",852891,"ATPase-stabilizing factor family protein","","",""
218,"RAD6","","Saccharomyces cerevisiae","23837470","Yeast cells were subjected to dietary restriction (0.05% glucose compared to 2% glucose as a control). Deletion of RAD6 resulted in a 30% decrease in mean replicative lifespan compared to the control.",852822,"E2 ubiquitin-conjugating protein RAD6","","","PSO8 UBC2"
219,"BEM4","","Saccharomyces cerevisiae","23837470
","Yeast cells were subjected to dietary restriction (0.05% glucose compared to 2% glucose as a control). Deletion of BEM4 resulted in a 35% decrease in mean replicative lifespan compared to the control.",855942,"Bem4p","","","ROM7"
220,"NDI1","","Saccharomyces cerevisiae","23837470","Yeast cells were subjected to dietary restriction (0.05% glucose compared to 2% glucose as a control). Deletion of NDI1 resulted in a 38% decrease in mean replicative lifespan compared to the control.",854919,"NADH-ubiquinone reductase (H(+)-translocating) NDI1","","",""
221,"MMS22","","Saccharomyces cerevisiae","23837470","Yeast cells were subjected to dietary restriction (0.05% glucose compared to 2% glucose as a control). Deletion of MMS22 resulted in a 48% decrease in mean replicative lifespan compared to the control.",851030,"Mms22p","","","SLM2"
222,"HSP104","","Saccharomyces cerevisiae","23837470","Yeast cells were subjected to dietary restriction (0.05% glucose compared to 2% glucose as a control). Deletion of HSP104 resulted in a 49% decrease in mean replicative lifespan compared to the control.",850633,"chaperone ATPase HSP104","","",""
223,"VMA2","","Saccharomyces cerevisiae","23837470","Yeast cells were subjected to dietary restriction (0.05% glucose compared to 2% glucose as a control). Deletion of VMA2 resulted in a 49% decrease in mean replicative lifespan compared to the control.",852424,"H(+)-transporting V1 sector ATPase subunit B","","","VAT2"
224,"PUT3","","Saccharomyces cerevisiae","23837470","Yeast cells were subjected to dietary restriction (0.05% glucose compared to 2% glucose as a control). Deletion of PUT3 resulted in a 49% decrease in mean replicative lifespan compared to the control.",853854,"Put3p","","",""
225,"VMA6","","Saccharomyces cerevisiae","23837470","Yeast cells were subjected to dietary restriction (0.05% glucose compared to 2% glucose as a control). Deletion of VMA6 resulted in a 56% decrease in mean replicative lifespan compared to the control.",851168,"H(+)-transporting V0 sector ATPase subunit d","","",""
226,"DLT1","","Saccharomyces cerevisiae","23837470","Yeast cells were subjected to dietary restriction (0.05% glucose compared to 2% glucose as a control). Deletion of DLT1 resulted in a 58% decrease in mean replicative lifespan compared to the control.",855156,"Dlt1p","","",""
227,"PMR1","","Saccharomyces cerevisiae","23837470","Yeast cells were subjected to dietary restriction (0.05% glucose compared to 2% glucose as a control). Deletion of PMR1 resulted in a 59% decrease in mean replicative lifespan compared to the control.",852709,"Ca(2+)/Mn(2+)-transporting P-type ATPase PMR1","","","BSD1 LDB1 SSC1"
228,"VMA21","","Saccharomyces cerevisiae","23837470","Yeast cells were subjected to dietary restriction (0.05% glucose compared to 2% glucose as a control). Deletion of VMA21 resulted in a 63% decrease in mean replicative lifespan compared to the control.",852997,"Vma21p","","",""
229,"VMA13","","Saccharomyces cerevisiae","23837470","Yeast cells were subjected to dietary restriction (0.05% glucose compared to 2% glucose as a control). Deletion of VMA13 resulted in a 66% decrease in mean replicative lifespan compared to the control.",856148,"H(+)-transporting V1 sector ATPase subunit H","","","CLS11"
230,"VMA5","","Saccharomyces cerevisiae","23837470","Yeast cells were subjected to dietary restriction (0.05% glucose compared to 2% glucose as a control). Deletion of VMA5 resulted in a 78% decrease in mean replicative lifespan compared to the control.",853782,"H(+)-transporting V1 sector ATPase subunit C","","","CSL5 VAT3"
231,"SOD2","","Saccharomyces cerevisiae","23837470","Yeast cells were subjected to dietary restriction (0.05% glucose compared to 2% glucose as a control). Deletion of SOD2 resulted in a 79% decrease in mean replicative lifespan compared to the control.",856399,"superoxide dismutase SOD2","","",""
