entrez_id,gene_symbol,gene_name,description,chr_loc,chr_start,chr_end,orientation,accession,unigene,omim,ensembl,hprd,species,alias,homologene
2042,EPHA3,EPH receptor A3,"This gene belongs to the ephrin receptor subfamily of the protein-tyrosine kinase family. EPH and EPH-related receptors have been implicated in mediating developmental events, particularly in the nervous system. Receptors in the EPH subfamily typically have a single kinase domain and an extracellular region containing a Cys-rich domain and 2 fibronectin type III repeats. The ephrin receptors are divided into 2 groups based on the similarity of their extracellular domain sequences and their affinities for binding ephrin-A and ephrin-B ligands. This gene encodes a protein that binds ephrin-A ligands. Two alternatively spliced transcript variants have been described for this gene. [provided by RefSeq, Jul 2008]",3p11.1,89107523,89482133,1,NG_023239,123642,179611,ENSG00000044524,,human,EK4 ETK HEK ETK1 HEK4 TYRO4,21083
2113,ETS1,"ETS proto-oncogene 1, transcription factor","This gene encodes a member of the ETS family of transcription factors, which are defined by the presence of a conserved ETS DNA-binding domain that recognizes the core consensus DNA sequence GGAA/T in target genes. These proteins function either as transcriptional activators or repressors of numerous genes, and are involved in stem cell development, cell senescence and death, and tumorigenesis. Alternatively spliced transcript variants encoding different isoforms have been described for this gene.[provided by RefSeq, Jul 2011]",11q24.3,128458760,128587592,-1,NG_029555,369438,164720,ENSG00000134954,,human,p54 ETS-1 EWSR2 c-ets-1,3837
2114,ETS2,"ETS proto-oncogene 2, transcription factor","This gene encodes a transcription factor which regulates genes involved in development and apoptosis. The encoded protein is also a protooncogene and shown to be involved in regulation of telomerase. A pseudogene of this gene is located on the X chromosome. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Jan 2012]",21q22.2,38805306,38824954,1,,644231,164740,ENSG00000157557,,human,ETS2IT1,3838
2130,EWSR1,EWS RNA binding protein 1,"This gene encodes a multifunctional protein that is involved in various cellular processes, including gene expression, cell signaling, and RNA processing and transport. The protein includes an N-terminal transcriptional activation domain and a C-terminal RNA-binding domain. Chromosomal translocations between this gene and various genes encoding transcription factors result in the production of chimeric proteins that are involved in tumorigenesis. These chimeric proteins usually consist of the N-terminal transcriptional activation domain of this protein fused to the C-terminal DNA-binding domain of the transcription factor protein. Mutations in this gene, specifically a t(11;22)(q24;q12) translocation, are known to cause Ewing sarcoma as well as neuroectodermal and various other tumors. Alternative splicing of this gene results in multiple transcript variants. Related pseudogenes have been identified on chromosomes 1 and 14. [provided by RefSeq, Jul 2009]",22q12.2,29268008,29300524,1,NG_023240,374477,133450,ENSG00000182944,,human,EWS EWS-FLI1 bK984G1.4,
2146,EZH2,enhancer of zeste 2 polycomb repressive complex 2 subunit,"This gene encodes a member of the Polycomb-group (PcG) family. PcG family members form multimeric protein complexes, which are involved in maintaining the transcriptional repressive state of genes over successive cell generations. This protein associates with the embryonic ectoderm development protein, the VAV1 oncoprotein, and the X-linked nuclear protein. This protein may play a role in the hematopoietic and central nervous systems. Multiple alternatively splcied transcript variants encoding distinct isoforms have been identified for this gene. [provided by RefSeq, Feb 2011]",7q36.1,148807371,148884661,-1,NG_032043,444082,601573,ENSG00000106462,,human,WVS ENX1 EZH1 KMT6 WVS2 ENX-1 EZH2b KMT6A,37926
2305,FOXM1,forkhead box M1,"The protein encoded by this gene is a transcriptional activator involved in cell proliferation. The encoded protein is phosphorylated in M phase and regulates the expression of several cell cycle genes, such as cyclin B1 and cyclin D1. Several transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Jul 2011]",12p13.33,2857680,2877154,-1,NG_029590,239,602341,ENSG00000111206,,human,MPP2 HFH11 HNF-3 INS-1 MPP-2 PIG29 FKHL16 FOXM1B HFH-11 TRIDENT MPHOSPH2,7318
2309,FOXO3,forkhead box O3,"This gene belongs to the forkhead family of transcription factors which are characterized by a distinct forkhead domain. This gene likely functions as a trigger for apoptosis through expression of genes necessary for cell death. Translocation of this gene with the MLL gene is associated with secondary acute leukemia. Alternatively spliced transcript variants encoding the same protein have been observed. [provided by RefSeq, Jul 2008]",6q21,108559822,108684768,1,,220950,602681,ENSG00000118689,,human,FOXO2 AF6q21 FKHRL1 FOXO3A FKHRL1P2,31039
2353,FOS,"Fos proto-oncogene, AP-1 transcription factor subunit","The Fos gene family consists of 4 members: FOS, FOSB, FOSL1, and FOSL2.  These genes encode leucine zipper proteins that can dimerize with proteins of the JUN family, thereby forming the transcription factor complex AP-1.  As such, the FOS proteins have been implicated as regulators of cell proliferation, differentiation, and transformation.  In some cases, expression of the FOS gene has also been associated with apoptotic cell death. [provided by RefSeq, Jul 2008]",14q24.3,75278777,75282233,1,NG_029673,25647,164810,ENSG00000170345,,human,p55 AP-1 C-FOS,3844
2539,G6PD,glucose-6-phosphate dehydrogenase,"This gene encodes glucose-6-phosphate dehydrogenase. This protein is a cytosolic enzyme encoded by a housekeeping X-linked gene whose main function is to produce NADPH, a key electron donor in the defense against oxidizing agents and in reductive biosynthetic reactions. G6PD is remarkable for its genetic diversity. Many variants of G6PD, mostly produced from missense mutations, have been described with wide ranging levels of enzyme activity and associated clinical symptoms. G6PD deficiency may cause neonatal jaundice, acute hemolysis, or severe chronic non-spherocytic hemolytic anemia. Two transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Jul 2008]",Xq28,154531389,154547585,-1,NG_009015,461047,305900,ENSG00000160211,,human,G6PD1,37906
2597,GAPDH,glyceraldehyde-3-phosphate dehydrogenase,"This gene encodes a member of the glyceraldehyde-3-phosphate dehydrogenase protein family. The encoded protein has been identified as a moonlighting protein based on its ability to perform mechanistically distinct functions. The product of this gene catalyzes an important energy-yielding step in carbohydrate metabolism, the reversible oxidative phosphorylation of glyceraldehyde-3-phosphate in the presence of inorganic phosphate and nicotinamide adenine dinucleotide (NAD). The encoded protein has additionally been identified to have uracil DNA glycosylase activity in the nucleus. Also, this protein contains a peptide that has antimicrobial activity against E. coli, P. aeruginosa, and C. albicans. Studies of a similar protein in mouse have assigned a variety of additional functions including nitrosylation of nuclear proteins, the regulation of mRNA stability, and acting as a transferrin receptor on the cell surface of macrophage. Many pseudogenes similar to this locus are present in the human genome. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Nov 2014]",12p13.31,6534404,6538374,1,NG_007073,544577,138400,ENSG00000111640,,human,G3PD GAPD HEL-S-162eP,
2626,GATA4,GATA binding protein 4,"This gene encodes a member of the GATA family of zinc-finger transcription factors. Members of this family recognize the GATA motif which is present in the promoters of many genes. This protein is thought to regulate genes involved in embryogenesis and in myocardial differentiation and function, and is necessary for normal testicular development. Mutations in this gene have been associated with cardiac septal defects. Additionally, alterations in gene expression have been associated with several cancer types. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Apr 2015]",8p23.1,11676918,11760001,1,NG_008177,243987,600576,ENSG00000136574,,human,TOF ASD2 VSD1 TACHD,1551
2720,GLB1,galactosidase beta 1,"This gene encodes a member of the glycosyl hydrolase 35 family of proteins. Alternative splicing results in multiple transcript variants, at least one of which encodes a preproprotein that is proteolytically processed to generate the mature lysosomal enzyme. This enzyme catalyzes the hydrolysis of a terminal beta-linked galactose residue from ganglioside substrates and other glycoconjugates. Mutations in this gene may result in GM1-gangliosidosis and Morquio B syndrome. [provided by RefSeq, Nov 2015]",3p22.3,32996607,33097229,-1,NG_009005,443031,611458,ENSG00000170266,,human,EBP ELNR1 MPS4B,47922
2791,GNG11,G protein subunit gamma 11,"This gene is a member of the guanine nucleotide-binding protein (G protein) gamma family and encodes a lipid-anchored, cell membrane protein. As a member of the heterotrimeric G protein complex, this protein plays a role in this transmembrane signaling system. This protein is also subject to carboxyl-terminal processing. Decreased expression of this gene is associated with splenic marginal zone lymphomas. [provided by RefSeq, Jul 2008]",7q21.3,93921703,93926513,1,,83381,604390,ENSG00000127920,,human,GNGT11,
2810,SFN,stratifin,,1p36.11,26863141,26864455,1,,523718,601290,ENSG00000175793,,human,YWHAS,4475
2870,GRK6,G protein-coupled receptor kinase 6,"This gene encodes a member of the guanine nucleotide-binding protein (G protein)-coupled receptor kinase subfamily of the Ser/Thr protein kinase family. The protein phosphorylates the activated forms of G protein-coupled receptors thus initiating their deactivation. Several transcript variants encoding different isoforms have been described for this gene. [provided by RefSeq, Jul 2008]",5q35.3,177426495,177442848,1,NG_031981,235116,600869,ENSG00000198055,,human,GPRK6,37570
